name,identifier,role
J West,1d1c6410,Batsman
J West,d46933ed,Batsman
J Westerberg,eaad0353,Batsman
JW Gleeson,7a41ddbe,Spin bowler.
JW Guy,e1326168,Fast bowler
JW Hartshorn,9f395b45,Fast bowler.
JW Hastings,012829ff,Fast bowler
JWHD Boteju,7934d6fb,Batsman
JW Hearne,b3806cca,Bowler
JW Hitch,1fd78bc5,Fast bowler
J White,621836c0,Batsman
JWH Makepeace,c00cb9e0,Batsman
JW Holder,a14bd403,Batsman
JWHT Douglas,fd8e4c4e,Batsman
J Wills,f654516a,Batsman
J Wilson,20f9e6b1,"Without additional context or specific details about J Wilson, I unfortunately cannot determine their role."
J Winster,ecb8ba2c,Batsman
JW Jenner,32a8161e,Spin bowler
JW Lloyds,112b8472,Batsman
JW Martin,83ea3017,Batsman
JW Martin,b0758453,Batsman.
JW McLaren,e3302780,Batsman
JWM Dalrymple,1afdbdbf,Batsman
JWN Moses,492c17f0,Batsman
JW Ogle-Thomas,d553f5b1,Batsman
J Wolhuter,a6439076,Batsman
J Wood,be72ece7,Fast bowler
J Worrall,50cf2339,Fast bowler.
JW Rutherford,22555f02,Batsman
JW Sharpe,4adf7cc0,Batsman
JW Sheed,1f420c79,Batsman
JW Shutt,ec33b21a,Fast bowler.
JW Trumble,07c3e3cc,Spin bowler
JWV Robertson,878eb894,Batsman.
JW Ward,8d400752,Batsman
JW Wells,8bdac857,Batsman
JWW Gardner,6e61adb8,Batsman
JW Wilson,91c984a1,Batsman
JW Wilson,fac54bdc,Fast bowler
JW Zulch,36330421,Batsman
J Yadav,81049310,Spin bowler.
JYA Logie,ae5cea7e,Batsman
J Yamashita,6cb6215d,Batsman
Jyothi Sai Krishna,eb87663e,Batsman
Jyotsnil Singh,b32b1661,Batsman
J Zimba,f70e7767,Batsman
KA Anderson,672d7379,Batsman
KA Archer,6e79674b,Fast bowler
KA Bazil,d22287a8,Batsman
K Abdulquadri,87dcd3ee,Batsman
Kabir Ali,60dd8960,Fast bowler
Kabir Khan,37da0536,Fast bowler
KA Blackwell,32dfa628,Batsman
KA Bull,b7a6a60b,Batsman
KA Cohen,d784bf43,Batsman
KADA Kanchana,4ac6664d,Batsman
KADA Nanayakkara,9ee551f5,Batsman
Kadeer Ali,683bbe77,Batsman
KAD Hurdle,543d3e69,Batsman
KADM Fernando,4cd3960e,Batsman
KA Edwards,d06335fd,Batsman
KA Forde,3f063a33,Batsman
KA Glynn,25156cae,Batsman
KA Green,fa9fdefa,Batsman
KA Griffiths,8e7adf3c,Fast bowler
KA Heffernan,bcd1f525,Batsman
KA Hope,c59d8f8a,Batsman
Kaif Ahmad,7b09e19c,Batsman
Kainat Imtiaz,9714e764,All-rounder
Kainat Qazi,1ccd4054,Batsman
KA Jadhav,6c18c062,Batsman
KA Jamieson,68c56d09,Bowler
KA Jones,fefd324c,Batsman
KAJ Roach,78eb4223,Bowler
KA Kallicharan,5b9b3c32,Batsman
KA Knight,4291f081,Batsman
Kaleem Sana,14810ee7,Fast bowler
Kaleem Shah,989bb130,Fast bowler
Kaleemullah,72253b87,Fast bowler.
KA Levick,8f30d191,Spin bowler
K Alleyne,6b07035d,Batsman
Kalyani Dhokarikar,fb8e2243,Spin bowler
Kalyan Manne,279d1dc1,Batsman
KA Maharaj,0b60eb09,Spin bowler
Kamal Das,1d09dda7,Batsman
Kamalesh Thakur,6926399e,"I'm sorry, but I don't have information on this person."
Kamal Merchant,78e46415,Batsman.
Kamal Raiz,b3ba0c35,Batsman
Kamal Raja,8f2c2c58,Batsman
KAM Corbin,96bb4af9,Batsman.
Kamran Ahmadzai,afa2ebba,Batsman
Kamran Akmal,ff077124,Batsman
Kamran Ghulam,35f4cf7e,Batsman
Kamran Hussain,4e1b02fb,Fast bowler
Kamran Khan,6ef60d3a,Fast bowler
Kamran Khan,922e3dcc,Bowler
Kamran Mahmood,12b7fa12,Batsman
Kamran Shazad,75186c24,Fast bowler
Kamran Wahid,5592153b,Batsman
Kamrul Islam Rabbi,f7e9a562,Bowler
Kamruzzaman Limon,2ae7a044,Batsman
Kamsha Yangfo,451db894,Batsman
Kanchan Rana,d5d87f3f,Batsman
Kanchan Shrestha,329a8411,Batsman
K Anderson,10da33a2,Bowler
KA Neilson,58977cc1,Batsman
Kangabam Singh,59da1e8a,Batsman
Kang Choi,fe8d366a,Batsman
Kanishk Seth,98f27d4b,Bowler
K Anjali Sarvani,fa0bf9d9,Fast bowler
K Anjula,363e36a7,Fast bowler
Kant Singh,66af8109,Batsman
Kanwar Abhinay,7c2e7c17,Batsman
KA Parsons,d03ab413,Batsman
Kapila Kottahachchi,cef2bab6,Batsman
Kapil Kumar,d4e70d7c,Batsman
KA Pollard,a757b0d8,Batsman
Karamat Ali,d73287e4,Batsman
Karanbir Singh,6a97c7a4,Batsman
Karan Dagar,155c24d2,Batsman
Karan Kaila,b19f1fe9,Spin bowler
Karan KC,f53b3e1d,Fast bowler.
Karan Lal,72147266,Batsman
Karan Patel,a18da10f,Batsman
Karan Shinde,08a349ac,Batsman
Karan Thakur,8050f0f0,Fast bowler.
Karanveer Kaushal,9e62632a,Batsman
Karanveer Singh,1647bd37,Spin bowler
KAR Hodge,49dc9cb4,Batsman
Karim Janat,62175638,All-rounder
Karim Sadiq,13e5908b,Batsman
Karkir Taye,dfbd203a,Batsman
Karma Bhutia,299984bc,Batsman
Karma Dorji,80058153,Batsman
Karnajit Yumnam,6f2093a8,Batsman
Karthik Pillai,fa549641,Batsman
Karthik Raman,c55a5dff,Batsman
Kartikeya Kak,6699acb6,Batsman
Kartik Tyagi,5d2eea49,Bowler
K Arua,8ce69204,Batsman
Karuna Bhandari,c68fc575,Spin bowler.
K Arun Kumar,8d34b308,Batsman
Karweng NG,6af3f1e6,Batsman
Kasey Aldridge,31b01074,Bowler
Kashif Abbas,63578359,Fast bowler.
Kashif Ali,f3b26fe4,Batsman
Kashif Bhatti,e93f608d,Spin bowler.
Kashif Daud,24fcd95d,Fast bowler
Kashif Hussain,9334796c,Batsman
Kashif Mahmood,8da4052a,Fast bowler
Kashif Siddique,2513b4fe,Batsman
Kashish Agarwal,1d3f9a1e,Batsman
Kashyap Bakhale,aa39eaa3,Batsman
KA Sisnett,da0aead1,Batsman
KA Stiven,bf791fbe,Batsman
K Aswani,8ad721dd,Batsman
Kate Awuah,b10e688b,Batsman
KA Tomlinson,83d6e306,Batsman
Kaukab Butt,c884ae44,Batsman
Kau Qalo,3d9cd1b1,Batsman
Kaushal Kumar,8cc37805,Batsman
Kaushik Maity,93b430e8,Batsman
Kaushik Vyas,5e3938b6,Batsman
KA Vaz,2b126005,Batsman
Kaveen Bandara,fccb94c3,Batsman
KA Vimlesh,6d2081aa,Batsman
KA Walter,ae8bdb4e,Batsman
K Awino,c4e7749a,Batsman
Kawsar Khan,a14b3bc0,Batsman
Kaynat Hafeez,80c1982e,Batsman
KB Ahir,214cf493,Batsman.
K Barrasingha,95069621,Batsman
KB Arun Karthik,7daedf2f,Batsman
K Bayney,a2c35938,Batsman
KB Burger,b9da0353,Batsman
K Bhagath Varma,5438ffba,Spin bowler
K Bharatan,7e47c743,Batsman
K Bharath Shankar,6099fd3f,Batsman
K Bhurtel,e3386c8a,Batsman
K Birkenstock,27b8d7b6,Batsman
KBJ Azad,019f2ef8,Batsman
K Blair,f3f445dd,Batsman.
KB Panchal,eae999f9,Batsman
KB Pawan,62dad180,Batsman
K Brazell,739e412b,Batsman
K Brock-Nielsen,c14ba87c,Spin bowler
KB Shinde,bd3c0b79,Batsman
KB Suresh,40316210,Spin bowler
K Buchan,a2494f7d,Batsman
KC Adams,12091feb,Batsman
K Campbell,4f3ab93a,Batsman
K Canavarci,556ad437,Batsman.
K Carney,7097b37e,Batsman
K Carver,d8b24492,Batsman
K Cawte,a2dd9236,Batsman
KC Barbour,4359f89a,Batsman
KCB Jeremy,360b751d,Batsman
KC Bland,646db558,Batsman
KC Brathwaite,7d5af2ea,Batsman
KC Cariappa,edb3d4f8,Spin bowler
KC D'Souza,2687fff2,Batsman
KC Fernando,12fa4082,Batsman
KCG Benjamin,6cb503ae,Batsman.
K Chavan,7ca4ac4f,Spin bowler.
K Chigora,5f311f1a,Batsman
KC Hodsoll,056f58dd,Fast bowler.
K Christie,65122d56,Batsman.
K Christoffels,7ad1bec6,Batsman
KC Ibrahim,bc899047,Batsman
KC James,c0d424aa,Batsman
KC Manley,830c83fe,Batsman
K Cotani,0867d81f,Batsman
K Coulter,4129fd4f,Batsman
KC Phohlo,1607f812,Batsman
KC Ramamoorthy,a89c270b,Batsman
K Cranston,034ccc52,Batsman
K Cross,d59c5855,Bowler
KCR Rangi,48c3c31b,Batsman
KC Sangakkara,6b71e6cf,Batsman
KC Thompson,e381ae69,Fast bowler
KDACK Gunarathne,78ec6ff1,Batsman
KDA Lukies,14af45c4,Batsman
K Damane,5f8d4a63,Batsman
K Dangol,db080f9d,Batsman
K Dasan,1c014a94,Batsman
KD Boyce,272c22c9,Batsman
KD Brown,d75422a0,Batsman
KDC Clarke,1e1a8922,Batsman
KD Clarke,7a12be0a,Batsman
KD Earl,58ddb8b4,Batsman
K De La Mare,089aec60,Batsman
K Dema,0b211a32,Batsman
K Demetrova,d9f23e7c,Batsman
KD Ghavri,bf1cddea,Fast bowler
KD Jayawant,42aaf21c,Batsman
KD Kamania,6b3f9bb7,Batsman
KD Karthik,c03f1114,Batsman
KD Kesuma,4b349dc0,Batsman
KDK Vithanage,f3bde2b3,Batsman
KD Mackay,e6f9383f,Fast bowler
KD Mehta,a18461a2,Batsman
KD Meuleman,dc44a9b9,Batsman
KD Mills,7fb32e5b,Batsman
K Doriga,365229a8,Batsman
K Dorji,f9b9883f,Batsman
KD Pandey,cf49b5ed,Batsman
K D Patel,76cc7070,Batsman
KD Perrin,6ce9da23,Batsman
KD Petersen,bf64dc29,Batsman
KD Richards,94526a2a,Batsman
KD Shah,d5ae21a2,Batsman
KDU Prabodhani,a0fdf513,Fast bowler
KD Walters,71ae5369,Batsman
KEA Upashantha,33523de9,Batsman
KE Bashir,4cfc2dc0,Batsman
KE Baxter,8da1c0ae,Batsman
KE Broadmore,7c0055c1,Batsman
KE Bryce,f13d3eba,Batsman
KED Carroll,b3e9b7fa,Batsman
Keerthi Bandara,8e856a81,Batsman
Kehinde Olanbiwonnu,e7e9f2cd,Batsman
Keiran Knight,697c9d3e,Batsman
Kengo Bam,dd55932d,Batsman
Kent Hannam,8cc171e7,Batsman
KE Palmer,7adc3051,Batsman
KE Pike,7a0650ea,Batsman
Kepler Wessels,3bedaff0,Batsman
KE Pounsett,cec2dfe7,Batsman
KE Rigg,5accd434,Batsman
Kerry Fraser,8bebbcd4,Neither.
Keshav Kumar,722ca1f2,Batsman
Ke Tiansheng,c3be0137,Batsman
KE Tunnicliffe,87a96d76,Spin bowler
KE White,35eda1e3,Batsman
Keziah Miriam Sabin,b5b21b1d,Batsman
K Farnes,966b4373,Bowler
KF Bakiweyem,49fd9963,Batsman
KF Barrington,09a1f2bf,Batsman
KF Bazil,3de1ae23,Batsman
K Ferron,4083414c,Batsman
KFG Nation,6ed21f30,Batsman
K Fletcher,443d1fd8,Batsman
K Forde,dd041dba,Batsman
K Frank,f7e96532,Batsman
K Fraser,a0a65375,Fast bowler
K Fryett,0d19fa13,Batsman
K Furbert,928b7f1b,Batsman
K Gadhavi,afdcd9c6,Batsman
K Gallagher,704afd47,Batsman
KG Anderson,ae79a86f,Batsman
K Ganesh,363fe2d5,Batsman
KG Darlington,0aedbfd4,Batsman
K Ghalley,55d07946,Batsman
K Gibbons,822c7f08,Batsman
K Gilham,c2fd51b1,Batsman
K Goel,a1f1829d,Batsman
K Gore,a6bab2a9,Batsman
K Govind,0371cc19,Batsman
K Gowtham,90de905a,Spin bowler.
K Gray,c68e5545,Spin bowler
K Gulamabbas,3a29a9fe,Batsman
K Gumede,781f2acc,Batsman
KG Viljoen,acbcff97,Batsman
KH Abe,f22d2247,Batsman
Khadeer Mohammed,f8516be3,Batsman
Khadija Imtiaz,1438d928,Batsman
Khadija Khalil,7c61a686,Batsman
Khadija Tul Kubra,bec997fc,Spin bowler
Khaibar Deldar,032c7eab,Batsman
Khaja Naeemuddin,a3a51937,Batsman
Khalander Mustafa,df6534ac,Batsman
Khaled Ahmed,5dbdecf1,Fast bowler
Khaled Khan,12197705,Batsman
Khaled Mahmud,0c8a1d51,Fast bowler
Khaled Mashud,ade071c5,Batsman.
Khalid Ahmadi,cf0b9a0d,Batsman
Khalid Butt,8ccb3da7,Batsman
Khalid Elahi,40bc76ce,Batsman
Khalid Hasan,3e4e0b66,Batsman
Khalid Ibadulla,0efa0b86,Batsman
Khalid Izaz,5087811b,Spin bowler.
Khalid Kail,3ee90b67,Batsman
Khalid Khan,78d8ea5b,I don't have specific information on Khalid Khan's role in cricket.
Khalid Latif,5eea345c,Batsman
Khalid Mahmood,0b06b921,Batsman
Khalid Shah,9e432a38,Batsman
Khalid Usman,e9ea5eb5,Spin bowler
Khalid Wazir,e548c093,Batsman
Khalid Zahid,5c93efb1,Batsman
Khaliq Dad,8549aaf0,Batsman
Khan Arbaaz,b84be97f,Batsman
Khan Mohammad,af18f490,Fast bowler
K Hardat,f91f59f3,Batsman
K Harewood,9130246b,Batsman
K Hariharan,2386ccff,Batsman
Khawaja Nafay,3cf54e77,Batsman
Khawar Abbas,617229bc,Batsman
Khawar Ali,934b36a6,Spin bowler
Khawar Zafar,c7cf22bf,Batsman.
Khawlhring Lalremruata,bd265857,Batsman
Khazaima,706df49c,Batsman
KH Brunt,6a434bd3,Fast bowler
KH Butt,25d8d51a,Batsman
KHD Barker,2223b920,Batsman
KH Devdhar,62e07f92,Batsman
KH Eastwood,b27217a2,Batsman
KH Hurter,bda8cca8,Fast bowler.
K Higgs,7371eb97,Batsman
K Hilton,9339830a,Batsman
Khin Aye,ad2efd29,Batsman
K Hinds,a268c07b,Batsman
Khizar Hayat,78bbeba1,Batsman
Khizer Ahmed,723ca856,Batsman
Khizer Dafedar,fd2037ce,Batsman
KHM James,1bf2fd29,Batsman
K Holloman,e386f555,Batsman
K Homer,4dae1243,Batsman
KH Pandya,5b8c830e,Spin bowler
KH Prajapati,c4e73ff1,Batsman
Khrievitso Kense,2597e56b,Fast bowler
KHRK Fernando,e42dff5f,Batsman
Khurram Chohan,796e4140,Fast bowler
Khurram Khan,ae6746e0,Batsman
Khurram Manzoor,82c78845,Batsman
Khurram Nawaz,07ff32f5,Batsman
Khurram Shahzad,85b0ccd1,Batsman
Khurram Shahzad,27c5715d,Batsman
Khurram Shahzad,1daf3f74,Batsman
Khurram Shehzad,9fadc326,Batsman
Khurshid Ahmed,b21bbc29,Batsman
Khusboo Kandpal,54a10889,Batsman
Khushdil Shah,fce581b5,Batsman
Khushi Sharma,a259c414,Batsman
KH Weekes,0cbf1b11,Batsman
KIC Asalanka,732c038e,Batsman
KI Irish,069dd484,Batsman
Kilco R Marak,4da2f572,Batsman
Kim Cotton,67a7c2ee,Batsman
Kim Daeyeon,4a51c045,Batsman
Kim Rang,0cf4b7fe,Batsman
Kim Yongtae,64d66205,Batsman
Kinaanath Ismail,e9ead9c3,Batsman
K Inakale,eea862f6,Batsman
Kinley Bidha,f2a34cbc,Batsman
K Irakoze,9ccb6e52,Batsman
Kiran Reddy,2275cb50,Batsman
Kishan Lyngdoh,d11f0758,Batsman
Kishan Parmar M,6fa5314b,Batsman
Kishan Thokchom,dbc76c59,Batsman
K Ishimoto,b36ad0b9,Batsman
KI Simmonds,3122c016,Batsman
KIW Wijegunawardene,843c40ba,Batsman
Kiyo Fujikawa,bb0dfa8c,Batsman.
KJ Abbott,a9da7784,Fast bowler
K Jacobs,f3288c80,Batsman
K Jaikaran,420431c9,Batsman
KJ Arnott,1ccecefd,Batsman
KJ Barnett,b072f6d7,Batsman
KJ Coetzer,85d8110a,Batsman
KJ Cottoy,e3f143c1,Batsman
KJ Crowley,6350c299,Batsman
KJ Dean,a63de245,Batsman
KJ Dudgeon,b8828a1b,Fast bowler
KJ Ferrary,81898acc,Batsman
KJ Funston,1b69a313,Batsman
KJ Gaging,7a759a8a,Batsman
KJ Garth,0b69a844,Batsman
KJ Harding,714af18b,Batsman
KJ Hartshorn,97d86043,Batsman
KJ Havill,244fea4c,Batsman
KJ Hughes,8924f3a6,Batsman
KJ Innes,ed6068be,Batsman
KJ Jones,fe93c28e,Batsman
KJJ van Noortwijk,101d1e85,Batsman
KJ Martin,cf75a839,Batsman
KJ McClure,4c895bc1,Batsman.
KJ McComb,33b13a3c,Batsman
KJ O'Brien,243431b5,Batsman
K John,cf43a895,Batsman
KJ O'Keeffe,dfc844d6,Spin bowler.
K Joshi,0cd297b9,Batsman
K Joshi,5b8e8294,Batsman
KJ Patel,d6b4e3e2,Batsman
KJ Piper,926b3fa0,Umpire
KJS Elliott,339243d6,Batsman
KJ Silva,09c07089,Batsman
KJ Stagno,46ad7e01,Batsman
K Juma,089ebf89,Batsman
KJ Wadsworth,8e1ce51f,Batsman
KJ Wilkinson,d5a171fd,Batsman
KJ Wolfe,a4c78e09,Batsman.
KJ Wright,77a5616e,Neither
KJ Young,8bba9ec2,Batsman
KK Acharjee,d57936b4,Batsman
K Kadowaki-Fleming,33290a80,Batsman
KK Ahmed,a2f46292,Fast bowler.
K Kamyuka,719a2bb5,All-rounder
K Kapadia,52fc5577,Batsman
K Kartikeya,f6d8a7ab,Spin bowler
K Kato-Stafford,e03ca117,Batsman
K Kaul,8a369727,Fast bowler
K Kaur,7ee0f839,Batsman
K Kavindi,2fa916b3,Batsman
KK Challa,6f35da07,Batsman
KK Cooper,557153ca,Fast bowler
KKC Priyadarshani,bd5f4136,Batsman
KK Dobell,d792374d,Batsman
KKE Kannangara,5be8e470,Batsman
K Kekez,fe11e1a3,Batsman
K Kekulawala,fb93c062,Batsman
K Kelkar,1d88908d,Batsman
KK Ghosh,eea3fd8e,Batsman
KK Gill,b3f390aa,Batsman
K Khejroliya,fa2f1dde,Fast bowler
KK Jayaweera,3dfe6953,Batsman
KK Jennings,8479a24a,Batsman
K Klaaste,6cc1d918,Batsman
K Klein,374bb5e7,Fast bowler
KK Lin Thu,6cf75582,Batsman
KK Loughman,5c4e8572,Batsman
KK Mentore,df36df18,Batsman
KK Nair,944533a5,Batsman
KKN Egodage,5bb904d4,Batsman
K Kowlessar,1f1345e7,Batsman
KK Patel,b9093b04,Batsman
KK Peters,655dd28c,Batsman
KK Sharma,76db10d2,Spin bowler
KK Tarapore,d225be85,Spin bowler
KK Tillett,55fedd51,Batsman
K Kubota,42581e6d,Batsman
K Kunwar,97e6e41a,Batsman
KKV Perera,106fe7a6,Batsman
K Lake,20321b0c,Batsman
K Lalhmingmawia,a7f1ef98,Batsman
K Lamb,ff18508b,Batsman
KL Britt,b9e15440,Batsman
KL Coppack,24596e4d,Batsman
KL Cross,1ade138e,Batsman
KLD Vishvaka,e6f51ab7,Batsman
K Lesporis,fb496f7a,Batsman
K Lewis,b0081e62,Batsman
KL George,e69dbbef,Spin bowler.
KLG Li,e607fb68,Batsman
KL Gordon,00823a96,Batsman
KL Gregory,c3a3b424,Batsman
KL Hutchings,ca4d0e28,Batsman
K Lion-Cachet,aed9ac31,Batsman
KL Midwood,67f0ef88,Batsman
KL Nagarkoti,b4f5c2d9,Fast bowler
K Loday,af76af63,Batsman
KL Pulford,25654c89,Batsman
KL Rahul,b17e2f24,Batsman
KL Rolton,9306c803,Batsman
KL Samkin,985a66bb,Batsman
KL Short,712bd44c,Batsman
K L Shrijith,0372c4c5,Batsman.
KLT Arthurton,48c0c3be,Batsman
KL Tucker,f9a87783,Batsman
KL Wishart,e45d6599,Batsman
K Mabitle,690ae430,Batsman
K Macheka,9124e5ee,Batsman
K Magram,63a64f19,Batsman
K Mahato,d913103d,Batsman
K Mahekdeep,d13c1b74,Batsman
K Makwana,c59fdb7f,Batsman
K Mandava,fb59131b,Batsman
KMA Paul,75224f22,Batsman.
KM Applebee,6aa5e5ac,Batsman
K Marasini,ac5003f9,Batsman
K Maseko,0e3796d1,Batsman
KM Asif,798cc28e,Bowler
K Mataora,281cc1e8,Batsman
K Matigimu,f8929fe0,Fast bowler
KM Awala,c6c7d01b,Batsman
KM Beams,fa8f9dc3,Spin bowler
KMC Bandara,2c997ad3,Batsman
K McEvoy,827d3293,Batsman
K McGill,bba7558e,Spin bowler
KM Chandler,32221cdb,Batsman
KM Chathli,6ffbf04c,Batsman
KM Chingaipe,db32d60a,Batsman
K McKenna,4eee57ca,Batsman
KM Cocksedge,76c22dc7,Batsman
KM Dabengwa,df08c69e,Spin bowler
KMDN Kulasekara,469ea22b,Fast bowler
K Mendon,015dc0cd,Batsman
K Meso,130336c6,Batsman
KM Hempenstall,834bf774,Batsman
K Miegel,fcef2064,Batsman
K Mira,75749112,Batsman
K Mirpuri,441006af,Batsman
K Mishara,65cebd5d,Batsman
KM Jadhav,99d63244,Batsman
KM Jarvis,59792462,Fast bowler
KM Krikken,f5e046d3,Batsman
KM Leng,efc28987,Batsman
KML Nonu,50622bdd,Batsman
KM Mack,ef13bd20,Batsman
KM Molapo,dc5934a6,Batsman
KM Myat,c1b4e25c,Batsman
K Modise,b7f70e36,Batsman.
K Mohale,b365a225,Batsman
K Mohanoe,bf1f5ab0,Batsman
K Molefe,f51c1a3b,Spin bowler.
K Moore,d12c8445,Batsman
K Motlanka,21549344,Batsman
KM Pelle,ae28c962,Batsman
KM Rangnekar,4cff6797,Batsman
KM Sims,6d35b4f0,Batsman
KM Sutherland,ccc21bb0,Batsman
KM Umair,e083cffd,Batsman
K Mungroo,56feceb0,Batsman.
KM Venkataswamy,34cca64a,Batsman.
KM Winkley,3b3de9ff,Batsman
KNA Bandara,585dda5d,Batsman
K Nadeeshan,778b9795,Spin bowler
KN Alexander,96b95cb8,Batsman
KN Amalean,fe3f5fa6,Batsman.
K Namchaikul,f4ccbe6f,Batsman
KN Ananthapadmanabhan,3144063a,Spin bowler.
K Nanno,09c30c43,Batsman
K Nassoro,29ee9bf9,Batsman
K Ndlovu,8d25271a,Batsman
K Nestor,b89cde87,Batsman
K Nima,415ed107,Batsman
K Nipper,9784fb60,Fast bowler
K Niras,7b98981e,Batsman
KN Luitel,d6e2a10e,Batsman
KNM Fernando,d2a2bb1a,Batsman
KN Mirchandani,ce057756,Batsman
KN Mussa,49be2f58,Batsman
K Noema-Barnett,1ad0b441,Batsman
K Norbu,5a18b2f0,Batsman
KN Peiris,d0cc2738,Batsman
KN Riaz,71f7d315,Batsman
KN Slater,cf974875,Batsman
K Ntuli,12244a35,Batsman
K Oala,df70c3f2,Batsman
KO Altamirano,d5f4f4e4,Fast bowler
KOA Powell,e012ad13,Batsman
Kobe Herft,0882dffa,Batsman
KO Elliott,99b274c8,Batsman
K Ogawa,f4e9d605,Batsman
K Ogola,7f7dc2ee,Batsman
K Okoshi,5175c730,Batsman
KOK Williams,78cb83f3,Batsman.
Kolla Sumanth,b93a5d0b,Batsman
K Omala,b19b1ed8,Batsman
Komalpreet Grewal,c1051042,Batsman
Komal Zanzad,e43fb0fb,Fast bowler
KO Meth,9fbc7bc4,Batsman
KO Otieno,fbaa61d2,Batsman
Koripalli Sreekanth,43b01577,Batsman
K Ota,211f48fe,Batsman
KO Wernars,fa2ab385,Batsman
KO Wickham,211aeb65,Batsman
K Pala,f5b68485,Batsman.
K Pandya,75b4acc8,Spin bowler.
KP Appanna,d92e42f5,Spin bowler.
K Paskova,c745f462,Batsman
K Patel,eaaf08bc,"Please specify the full name or more information about K Patel, as there could be multiple cricketers with similar names."
K Pathiratne,020f0699,Batsman
KP Bhuva,138becd4,Batsman
KP Dutch,903cd907,Batsman
K Peddrick,a031b75e,Batsman
K Pedersen,ac717ebd,Batsman
K Penjor,f2957511,Batsman
K Persaud,2b44df20,Batsman
K Peterson,5f377534,Batsman
K Phillip,3674b3c1,Bowler
K Pierre,a61bcb94,Spin bowler
K Piet,39fd9295,Batsman
K Pitman,88b4d220,Batsman
KPJ Warnaweera,654de6fb,Spin bowler.
KP Kakad,1ece10dd,Batsman
KP Meiyappan,b91f2a31,Spin bowler
KP Navgire,617a0b79,Batsman
K Poon,f25c0231,Batsman
K Pope,f95e48fe,Batsman
K Powell,1dd91614,Batsman
KP Pietersen,39f01cdb,Batsman
K Pulley,644bf4ad,Batsman
KP Walmsley,91bbd893,Batsman
K Qureshi,063e8671,Batsman
K Rabada,e62dd25d,Fast bowler
K Ragoobar,c9ec83dd,Batsman
K Rai Singh,c24bfe4a,Batsman
K Ramharack,321c980e,Spin bowler.
K Ramsaran,92b925f7,Batsman
Kranthi Kumar,f21b01e1,Fast bowler.
K Rapulana,7fe32072,Batsman
KR Botha,44cdbd47,Spin bowler
KR Brown,818c9e0d,Batsman
KRD Maynard,94c52cb2,Batsman
KR Ebanks,e52eb657,Batsman
K Reyneke,9e5f4ad7,Batsman
KR Frost,160c90b1,Batsman
Krishan Alang,339bda40,Batsman
Krishan Sanjula,ea11cb97,Batsman
Krishna Chandran,3165bc1b,Batsman
Krishna Das,2009e01b,Fast bowler
Krishnamoorthy Vignesh,529fbf1b,Fast bowler
Krishnamurthy Siddharth,330bc788,Batsman
KR Kakade,ba86aae4,Batsman
KR Mahajan,6ee6b491,Fast bowler
KR Mayers,73c18486,Batsman
KR Meherhomji,8f348f21,Fast bowler
KR Miller,22cb756c,Batsman
K Roca,36cdbfec,Batsman
KR Patterson,e3bf8356,Batsman
KRP Silva,99ffb3d3,Batsman
KR Pushpakumara,87e92ac4,Spin bowler
KR Rickards,ef15ed10,Batsman
KR Rutherford,3ca421b6,Batsman
KR Sen,2e78f685,Fast bowler
KRS Hansen,413d26f3,Batsman
KR Singh,fe608a7e,Batsman
KR Smith,b816c2a5,Batsman
KR Smuts,ab446fe9,Batsman
KR Stackpole,872ff7c8,Batsman
Kruthik Hanagavadi,32342d85,Unavailable
K Saesong,97d6ed2a,Batsman
KS Ahuja,58593620,Batsman
KS Airee,548d4188,All-rounder
K Saiteja,16bdb9b7,Batsman
KSA McKenzie,2b8f219a,Batsman
K Samten,1f795a79,Batsman
KS Anderson,c9e9bcfa,Fast bowler
K Santokie,531f0278,Fast bowler
KS Bagabena,1ce4f664,Batsman
KS Bharat,44a89551,Batsman
KSB Tavo,7ccbfc83,Batsman
KS Carlson,9e707e02,Batsman
KS Castle,67045de6,Batsman
KSC de Silva,5c87add8,Batsman
K Schultz,6900060d,Fast bowler
KS Duleepsinhji,5a517ddc,Batsman
K Senamontree,e553e27f,Batsman
K Seura,7b800f9e,Batsman
KS Godbole,fe6b8d8f,Batsman
K Shanthikumar,5e636b47,Batsman
K Sharma,661b0266,Spin bowler
Kshitij Patel,9309e81f,Batsman.
Kshitiz Sharma,c910e89d,Batsman
K Shivam,f46fbe60,Batsman
K Shrestha,119de50f,Batsman
K Shuttleworth,5b488042,Fast bowler
K Sinclair,314642ed,Batsman
KS Indrajitsinhji,a1b2ad08,Batsman
K Sivaram,03095b7c,Batsman
KS Jagannathan,9bc8dcec,Batsman
KS James,0f652c21,Batsman
KS Kasse,007a3773,Batsman
KS Leverock,e1592949,Spin bowler
KS Lokuarachchi,3b50c63a,Spin bowler
KS Melius,efcd6d23,Batsman
K Smith,ee6ebf47,Batsman
K Smith,a2b3ce7e,Batsman
K Smithies,c0dee862,Batsman
KS More,488bee62,Batsman
K Sonavale,10c158cc,Batsman
K Speed,79c0d118,Batsman
K Srandeva,38602b15,Batsman
KS Ranjitsinhji,f4a36be4,Batsman
KS Rathore,e3851766,Batsman
K Srikkanth,ddb1069f,Batsman
K Srinath,8ab5da97,Batsman
K Srinivasan,042a8b69,Batsman
KS Sabaroche,348b0da8,Batsman
KS Sharma,39ed0d2f,Batsman
K Subramanian,cf06cb34,Batsman
